city	dialect	source	target
Doha	Emirati	تقدر تحصل على رحلة أول نيبون رقم تسعة وخمسين، اللي بتروح طوكيو الساعة عشر إلا خمس وتوصل سابورو احدعش وخمسة وعشرين.	يمكنك اللحاق برحلة إيه إن إيه رقم تسع وخمسين والتي ستغادر إلى طوكيو الساعة التاسعة وخمس وخمسين دقيقة وستصل إلى سابورو الساعة الحادية عشر وخمس وعشرين دقيقة .
Doha	Emirati	بغيت أأجر سيارة.	أريد أن استأجر سيارة .
Doha	Emirati	ريوقي للحين ما وصل. لو سمحت جيبه الحين.	إن وجبة إفطاري لم تحضر بعد , من فضلك أحضرها لي الآن .
Salt	Jordanian	اتأخر الوقت، لازم اروح .	سعراتها الحرارية منخفضة جدا . فقط 30 سعر .
Cairo	Egyptian	شكرا. لو سمحت تعالى خد الباقى بعد كده؟	شكراً . من فضلك اصعد ثم أحضر الباقي فيما بعد .
Cairo	Egyptian	الواد ده جرى قدام عربيتي .	فر هذا الصبي أمام سيارتي .
Cairo	Egyptian	ممكن آخد فاتورة؟	هل يمكن أن أخذ إيصال ؟
Cairo	Egyptian	في باص مطار لفندق الشيراتون؟	هل يوجد هناك أي أتوبيس من المطار إلى فندق الشيراتون ؟
Doha	Emirati	صوص فرنج، لو سمحت.	فستان فرنسي من فضلك .
Cairo	Egyptian	لو سمحت عايز تلات قزايز سكوتش ويسكي .	من فضلك اعطني ثلاث زجاجات من الويسكي الاسكتلندي .
Cairo	Egyptian	أنا عندى مشكلة. ساعدنى لو سمحت.	أنا أواجه متاعب . من فضلك ساعدني .
Cairo	Egyptian	عمري ما كنت في مكان جميل كده زى بوستون .	لم أذهب قط إلى مكان جميل مثل بوسطن .
Jerusalem	Palestinian	بس بدك توعدني انك تضرب الطابة، مش تضربني. أوكي؟	أين أضع متعلقاتي ؟
Doha	Emirati	مو واجد بعيد. عشر دقايق مشي.	ليست بعيداً ، إنها على مسيرة عشر دقائق .
Cairo	Egyptian	بأدور على غرا .	إنني أبحث عن صمغ .
Doha	Emirati	ممكن تضيف خس وطماط؟	هل يمكن أن تضيف الخس والطماطم ؟
Alexandria	Egyptian	أنا سبت تذكرة الطيران فى الأوتيل.	هل تغير عملات أجنبية ؟
Cairo	Egyptian	تقدر تقوللي فين أقرب بنك؟	هل يمكنك أن تخبرني أين أقرب مصرف ؟
Doha	Emirati	التوقيع، لو سمحت.	التوقيع ، من فضلك .
Doha	Emirati	اي، بس لحظة، لو سمحت. في كرسي فاضي ورا، تقدر تروح.	أجل ، لحظة واحدة ، من فضلك . يوجد مقعد شاغر في المؤخرة ، لذلك يمكنك الانتقال إلى هناك .
Cairo	Egyptian	حأعمل مكالمة دولية من غرفتي، فيه أى مصاريف اضافية؟	إذا رغبت في إجراء مكالمة دولية من غرفتي ، هل ستكون هناك رسوم إضافية ؟
Doha	Emirati	في نهاية الممر.	في نهاية الممر .
Cairo	Egyptian	انا مش مبسوط بالاوده ديه . .ممكن توريني واحده تانيه؟	لم تعجبني هذه الحجرة . هل من الممكن أن أرى حجرة أخرى ؟
Cairo	Egyptian	عايز شوية مسحوق غسيل.	أريد بعضاً من مسحوق الغسيل .
Doha	Emirati	لو سمحت ورني انا وين على هالخريطة.	من فضلك أرني أين أنا على هذه الخريطة .
Doha	Emirati	آسف ما نقدر، ما عندنا نفس الغرض.	آسفين لا نستطيع ، ليس لدينا البند نفسه .
Aswan	Egyptian	أخد اتوبيس ايه علشان اروح المحطة؟	من فضلك , احتفظ بهذه الحقائب حتى الخامسة مساءً , من فضلك . وهل يمكن أن أحصل على إيصال استلام بذلك ؟
Cairo	Egyptian	ألف مبروك، هنري . مبسوط أني أسمع أنك خطبت جين .	مبروك يا هنرى ، أنا سعيد لسماع خبر خطوبتك من جين .
Doha	Emirati	ممكن تقبل هذي كشكر وعرفان منا؟	أرجو أن تتقبل هذا رمزاً لتقديرنا وعرفاننا .
Cairo	Egyptian	ممكن نلعب دلوقتي؟	هل يمكننا اللعب الآن ؟
Cairo	Egyptian	عاوز اشتري ست كرافتات . ممكن تعمللي خصم؟	أود شراء ستة رابطات عنق . هلا أعطتني خصماً ؟
Cairo	Egyptian	ممكن الفاتورة، من فضلك؟	هل يمكن أن آخذ إيصالاً ، من فضلك ؟
Amman	Jordanian	كيف بتخلي السواق يعرف لما بدك تنزل؟	بالتأكيد يا سيدى .
Cairo	Egyptian	الجرح عمل صديد.	لقد تقيح الجرح .
Alexandria	Egyptian	محتاج شرابات.	بعد أن هاجمني ، هرب في شاحنة بيضاء .
Aswan	Egyptian	أنا مش اشوف الشاشة كويس من هنا. ممكن أغير الكراسي شوية؟	أين تم تصويره ؟
Doha	Emirati	تعرف دكتور اسنان زين؟	هل تعرف طبيب أسنان جيد ؟
Cairo	Egyptian	لأ، للأسف لأ .	لا , أخشى لا .
Doha	Emirati	المفروض ما ياخذ وايد. خمسطعش دقيقة مشي.	يجب أن لا تكون طويلة . خمسة عشر دقيقة في الأغلب .
Doha	Emirati	بغيت شنطة حق الكاميرا.	ارغب في الحصول على غلاف للكاميرا ؟
Doha	Emirati	قريت اي كتب زينة في الفترة الاخيرة؟	هل قرأت أية كتب جيدة حديثاً ؟
Cairo	Egyptian	هيي، انا عايز اسوق دلوقتي . ده دوري .	هيه ، أنا أريد أن أقود الآن . إنه دوري .
Doha	Emirati	لا. بغيت غرفة مزدوجة بس حق استخدام فردي؟ عندنا وحدة.	لا ، هل لي أن أقترح أخذ غرفة ذات سريرين للاستخدام الفردي ؟ فنحن لدينا واحدة .
Alexandria	Egyptian	عاوز شامبو للشعر العادى.	ما الأماكن التي خططت لزيارتها في هذا البلد ؟
Cairo	Egyptian	لأ، من فضلك أقعد و استنى . انا حأرجعلك حالا .	لا ، من فضلك اجلس وانتظر . سأعود بعد قليل .
Cairo	Egyptian	انا عديت المكان اللي مفروض انزل فيه . أعمل ايه؟	لقد تجاوزت المحطة . ماذا أعمل ؟
Doha	Emirati	يصير اتعشا في السفينة؟	هل أستطيع تناول عشاء علي السفينة ؟
Cairo	Egyptian	عندك تلج كتير السنة دي؟	هل هطل كثير من الثلج هذا العام ؟
Doha	Emirati	لازم اروح هناك لي ثلاث ونص.	علىّ الوصول هناك قبل الواحدة والنصف .
Cairo	Egyptian	عندنا عرض خاص على فطاير التفاح بخمسين سنت بس.	لدينا عرض خاص على فطائر التفاح نظير خمسين سنتاً لا أكثر .
Cairo	Egyptian	أنا عايز أتصل بالدليل بتاعنا. ممكن تقولي إزاي أعمل مكالمة؟	أريد الاتصال بمرشدنا . هل لك أن تدلني كيف أجري اتصالاً ؟
Amman	Jordanian	ممكن تورجيني كيف أحط بنزين؟	أود أخذ بعض الحليب من فضلك .
Cairo	Egyptian	هاوريك غزاي تستخد عصيان الأكل.	سأريك كيفية استخدام العودين لتناول الطعام .
Doha	Emirati	هذي كاميرا اوتوماتيك.	هذه كاميرا آلية .
Amman	Jordanian	هيو هناك، بالزبط مقابل مكتب المعلومات السياحية.	إنها في أخر القاعة . سوف آتي لك ببعض منها الآن . إذا أردت أي شيئاً آخر فقط أعلمني .
Jerusalem	Palestinian	يمكن رح يضل يظهر.	سنأتي في السابعة .
Doha	Emirati	حطيت طابع على البطاقة البريدية؟	هل قمت بوضع طابع بريد على الكارت البريدي .
Jerusalem	Palestinian	شو رأيك بقهوة؟	شخص ما فتح الطرد الخاص بي .
Cairo	Egyptian	عندنا اللي يكفينا كذا يوم.	لدينا ما يكفينا للاستمرار لمدة يومين .
Cairo	Egyptian	ده بسته دولار و اربعين سنت .	القيمة ستة دولارات وأربعون سنتاً .
Aswan	Egyptian	المعجبين بجماعة الطليعة اللي زيك هيحبو رسومات الهيبز وموسيقى الشوارع .	لا أستطيع تشغيل التكييف .
Amman	Jordanian	أنا راحت على رحلة الطيران عشرين لسان فرانسيسكو.	أود أن أشير إلى أن حكومتنا تتعامل بشدة مع من يطلق عليهم أناس المراكب . لقد أدركت أن اليابان بالفعل به زيادة سكانية بالدرجة التي لا تسمح باستضافة هؤلاء الضيوف غير المدعوين . لكن ومن ناحية أخرى ، فإن العديد من القطاعات الصناعية لدينا بحاجة إلى يد عاملة .
Cairo	Egyptian	اكل كويس؟	طعام طيب ؟
Jerusalem	Palestinian	هيك صح؟ خليني أتأكد. أوه، أنا كتير متأسف، آنسة تاكانو. هاي غلطتنا. هي فاتورتك الجديدة. بتقدري توقعي هون، لو سمحتي؟	يجب أن تستريح اليوم .
Cairo	Egyptian	ادي اسمي و عنواني بالكامل .	إليك اسمي كاملاً وعنواني .
Amman	Jordanian	أنا أخدت بالزبط اللي إنت بدك إياه. بقدر أقترح هاد؟	هل يوجد خدمة لسياتل من شيكاجو ؟
Alexandria	Egyptian	إنت محظوظ.	هل سيكون جاهزاً حالاً ؟
Salt	Jordanian	انا معلف . بتقدر تفتح بابي، لو سمحت .	هل أنا بحاجة للعودة فورا إلى اليابان ؟
Cairo	Egyptian	كفاية كده النهاردة شغل .	دعونا نتقابل اليوم .
Cairo	Egyptian	تربيزة أكبر أوي، من فضلك.	منضدة أكبر بكثير من فضلك .
Doha	Emirati	جوازك منتهي.	إن جواز سفرك لم يعد ساري المفعول .
Cairo	Egyptian	اظن ان عربيتي تساوي حوالي خمستلاف دولار .	أعتقد أن سيارتي تستحق حوالي خمسة آلاف دولارا .
Amman	Jordanian	كم تكلفة الصفة لكل ساعة؟	آه شكراً كنت أبحث عنها منذ قليل .
Doha	Emirati	الاسود زين.	الأسود جميل .
Salt	Jordanian	ممكن تنظف الطاولة، لو سمحت؟	آسفين لا نستطيع ، ليس لدينا البند نفسه .
Cairo	Egyptian	عايز ساعة أعرف أشوف فيها الوقت بسهولة.	أريد ساعة أستطيع تحديد الوقت بها بسهولة .
Cairo	Egyptian	ايوه . بأسرع ما يمكنك . ديه مسأله حياة أو موت .	نعم . في أقرب وقت ممكن . هذا يتعلق بمسألة عاجلة .
Doha	Emirati	يصير اشرب ماي من اللولب؟	هل يمكن لي أن أشرب الماء من الصنبور ؟
Cairo	Egyptian	ممكن ترشحلي فندق مايكونش غالي قوي؟	هلا أرشدتني إلى فندق لا يكون غالياً أكثر مما ينبغي ؟
Jerusalem	Palestinian	بقدر أخد هدا و هدا، لو سمحت؟	لدى شئ أسألك عنه .
Cairo	Egyptian	مش ممضي عليهم من الطرفين.	لا يوجد عليها توقيع تأكيدي .
Jerusalem	Palestinian	عم بدور على بلايز للركض.	أود أن أغير الميعاد إلى التاسع عشر من مايو .
Cairo	Egyptian	عايز أروح برج لندن.	أود التوجه إلى برج لندن .
Doha	Emirati	ممكن تخبرني شلون اروح المتحف؟	هل قلت لي كيف أذهب إلى المتحف ؟
Doha	Emirati	في يوم راس السنة. وفي المناسبات الخاصة مثل استقبالات الاعراس، وحفلات الجوائز والجنازات.	في أيام السنة الجديدة . وفي مناسبات خاصة مثل حفلات الزواج ومراسم منح الجوائز أو في العزاء .
Jerusalem	Palestinian	مش رح تاخد خصم قد ما تحاول.	أريد بعض الحفاضات التى يمكن التخلص منها بعد الاستعمال .
Salt	Jordanian	لا شكرا. احسن انو ما شرب بعد هلا.	بالتأكيد هذا البلد به أكثر من نوع من الفاكهة .
Cairo	Egyptian	فلوس ولا شحن؟	نقدا أم ببطاقة الائتمان ؟
